City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,sakata,38.9167,139.855,3.0,94,100,5.04,JP,1704826774
278,tabuk,17.4189,121.4443,21.02,97,13,1.35,PH,1704826774
279,kruisfontein,-34.0033,24.7314,21.05,94,100,2.44,ZA,1704826774
280,cadale,2.7603,46.3222,25.88,73,7,9.04,SO,1704826774
281,la passe,45.5549,-0.8967,1.13,65,100,3.12,FR,1704826775
282,coquimbo,-29.9533,-71.3436,20.85,64,0,7.2,CL,1704826396
283,iskateley,67.6803,53.1512,-21.1,100,100,2.24,RU,1704826626
284,kandalaksha,67.162,32.4123,-16.52,99,99,1.43,RU,1704826775
285,talnakh,69.4865,88.3972,-18.22,85,100,2.22,RU,1704826776
286,coxim,-18.5067,-54.76,36.68,33,100,3.78,BR,1704826776
287,antsiranana,-12.2787,49.2917,25.39,89,100,2.57,MG,1704826776
288,arba minch,6.0333,37.55,21.82,55,5,1.82,ET,1704826775
289,acapulco de juarez,16.8634,-99.8901,28.42,59,28,3.29,MX,1704826600
290,manado,1.487,124.8455,24.43,94,40,1.03,ID,1704826777
291,el obeid,13.1842,30.2167,24.33,25,94,4.56,SD,1704826731
292,sao joao da barra,-21.6403,-41.0511,36.05,85,100,4.39,BR,1704826777
293,zhangye,38.9342,100.4517,-1.91,20,0,1.71,CN,1704826778
294,khowy,38.5503,44.9521,5.64,66,100,2.17,IR,1704826778
295,camana,-16.6228,-72.7111,24.16,76,97,4.15,PE,1704826778
296,masterton,-40.9597,175.6575,14.94,83,100,1.32,NZ,1704826778
297,greenville,35.6127,-77.3663,17.09,94,100,7.2,US,1704826536
298,agria,47.9026,20.3733,-3.34,41,0,2.08,HU,1704826779
299,raymondville,26.4815,-97.7831,18.48,20,99,8.67,US,1704826779
300,mayya,61.7333,130.2811,-48.16,100,100,1.08,RU,1704826779
301,tahoua,14.8888,5.2692,28.99,11,0,3.6,NE,1704826780
302,nha trang,12.25,109.1833,25.0,92,100,2.27,VN,1704826598
303,puerto baquerizo moreno,-0.9,-89.6,27.55,83,75,5.14,EC,1704826780
304,meulaboh,4.1363,96.1285,24.32,90,85,1.16,ID,1704826780
305,laurentides,46.4334,-74.9826,-6.27,82,100,4.0,CA,1704826780
306,eydhafushi,5.1033,73.0708,27.62,82,100,8.08,MV,1704826781
307,illizi,26.4833,8.4667,14.89,17,1,3.64,DZ,1704826781
308,lata,40.1629,-8.3327,11.56,96,99,1.13,PT,1704826759
309,mpulungu,-8.7623,31.1141,23.13,82,100,0.95,ZM,1704826781
310,harper,4.375,-7.7169,26.9,78,100,2.55,LR,1704826782
311,terrace,54.5163,-128.6035,-0.99,74,75,8.75,CA,1704826782
312,miquelon,47.0975,-56.3814,-1.0,62,65,15.02,PM,1704826782
313,port maria,18.3685,-76.8895,31.14,82,32,6.61,JM,1704826782
314,belomorsk,64.5232,34.7668,-13.87,97,100,1.67,RU,1704826782
315,pont rouge,48.8833,-72.0825,-14.84,67,100,1.8,CA,1704826782
316,santa ana,33.7456,-117.8678,17.57,45,0,2.06,US,1704826327
317,lower hutt,-41.2167,174.9167,16.02,92,20,2.06,NZ,1704826783
318,palmer,42.1584,-72.3287,2.12,77,100,2.57,US,1704826770
319,bubaque,11.2833,-15.8333,26.67,66,100,6.71,GW,1704826783
320,guerrero negro,27.9769,-114.0611,14.81,28,72,1.64,MX,1704826236
321,hillsboro,45.5229,-122.9898,6.35,86,100,2.24,US,1704826718
322,gisborne,-38.6533,178.0042,18.24,81,100,1.96,NZ,1704826783
323,port saint john's,-31.6229,29.5448,22.42,90,74,3.28,ZA,1704826784
324,ketchikan,55.3422,-131.6461,1.3,69,0,5.14,US,1704826633
325,lihue,21.9789,-159.3672,21.77,81,20,3.6,US,1704826525
326,novosergiyevka,52.0934,53.6528,-14.85,96,100,2.98,RU,1704826784
327,beloyarskiy,63.7119,66.6722,-21.67,98,100,1.79,RU,1704826784
328,belzyce,51.1741,22.2803,-9.45,50,4,2.08,PL,1704826784
329,fada,9.5667,8.3,22.77,16,8,0.77,NG,1704826785
330,nchelenge,-9.3451,28.734,22.08,84,100,1.38,ZM,1704826785
331,bazarnyye mataki,54.8833,49.9333,-16.66,98,100,2.68,RU,1704826785
332,vila velha,-20.3297,-40.2925,29.97,74,40,6.17,BR,1704826785
333,malango,-2.9627,119.9001,20.06,96,100,1.17,ID,1704826785
334,kolonia town,6.964,158.206,28.37,67,100,11.94,FM,1704826785
335,winters,38.5249,-121.9708,12.71,92,100,5.66,US,1704826785
336,revda,56.801,59.9303,-20.53,95,100,2.69,RU,1704826786
337,puerto leguizamo,-0.1934,-74.7819,27.34,76,92,0.53,CO,1704826786
338,nova sintra,14.8667,-24.7167,21.5,69,96,4.86,CV,1704826786
339,miri,4.4148,114.0089,26.08,100,40,1.03,MY,1704826558
340,bure,10.7,37.0667,18.14,39,100,3.32,ET,1704826786
341,usogorsk,63.4106,48.6872,-31.85,100,100,1.45,RU,1704826786
342,callao,-12.0667,-77.15,26.16,65,0,6.69,PE,1704826557
343,kotido,2.9806,34.1331,27.85,30,94,5.64,UG,1704826787
344,kilosa,-6.8333,36.9833,22.28,94,82,0.88,TZ,1704826787
345,basco,20.4487,121.9702,24.17,81,98,8.54,PH,1704826787
346,saldanha,-33.0117,17.9442,20.03,88,100,10.06,ZA,1704826787
347,sinop,41.7711,34.8709,2.84,97,100,3.68,TR,1704826787
348,iquique,-20.2208,-70.1431,23.02,65,30,2.66,CL,1704826438
349,aykhal,66.0,111.5,-27.48,97,100,2.4,RU,1704826788
350,hobyo,5.3505,48.5268,25.37,79,4,10.79,SO,1704826788
351,victoria de durango,24.0333,-104.6667,20.04,13,31,0.89,MX,1704826788
352,mutoko,-17.397,32.2268,19.68,89,99,2.59,ZW,1704826788
353,westport,41.1415,-73.3579,6.68,84,100,5.36,US,1704826788
354,cortez,37.3489,-108.5859,-0.6,54,93,2.97,US,1704826788
355,perbaungan,3.5679,98.956,26.06,94,100,2.62,ID,1704826789
356,melenki,55.3343,41.6295,-11.83,96,100,2.07,RU,1704826789
357,hanzhong,33.0728,107.0303,6.81,57,5,0.36,CN,1704826789
358,susuman,62.7833,148.1667,-38.9,99,99,0.45,RU,1704826789
359,usinsk,65.9939,57.5281,-31.07,100,100,0.89,RU,1704826789
360,viedma,-40.8135,-62.9967,22.73,22,0,8.02,AR,1704826790
361,moree,-29.4667,149.85,23.3,84,3,2.56,AU,1704826790
362,wakkanai,45.4094,141.6739,-7.17,87,100,9.39,JP,1704826790
363,nakasongola,1.3089,32.4564,21.51,61,81,1.85,UG,1704826790
364,corinto,37.9407,22.9573,5.61,88,100,4.41,GR,1704826790
365,sovetskaya gavan',48.9723,140.2878,-18.83,78,94,4.06,RU,1704826790
366,columbia falls,48.3725,-114.1815,3.84,77,67,9.38,US,1704826792
367,muynoq,43.7683,59.0214,4.01,84,81,4.6,UZ,1704826792
368,laayoune,27.1622,-13.2032,25.19,41,0,5.66,EH,1704826792
369,st ives,50.2086,-5.4875,1.0,75,96,8.84,GB,1704826792
370,berdigestyakh,62.0989,126.6992,-44.29,100,86,1.43,RU,1704826793
371,verkhnevilyuysk,63.4453,120.3167,-41.35,100,99,1.55,RU,1704826793
372,nazir town,33.3061,73.4833,8.74,37,4,1.99,PK,1704826793
373,sterling,39.0062,-77.4286,10.0,88,100,7.2,US,1704826614
374,wainwright,52.839,-110.8572,-14.36,94,100,6.79,CA,1704826793
375,mission,26.2159,-98.3253,19.43,23,94,1.34,US,1704826793
376,puerto lempira,15.2667,-83.7667,30.31,61,55,2.79,HN,1704826794
377,amurzet,47.6967,131.0981,-23.65,89,10,3.12,RU,1704826794
378,margate,51.3813,1.3862,3.72,67,0,2.68,GB,1704826695
379,christchurch,-43.5333,172.6333,18.01,77,100,10.29,NZ,1704826058
380,umluj,25.0213,37.2685,24.97,63,100,0.82,SA,1704826794
381,saint albans,51.75,-0.3333,1.83,77,0,7.72,GB,1704826794
382,reggane,26.7158,0.1714,18.35,16,93,2.38,DZ,1704826795
383,candelaria,13.9311,121.4233,23.4,95,61,1.52,PH,1704826795
384,nagqu,31.5,92.0,-11.36,43,0,1.46,CN,1704826795
385,leisure city,25.4954,-80.4292,26.12,83,75,7.2,US,1704826795
386,beberibe,-4.1797,-38.1306,29.29,65,11,5.74,BR,1704826795
387,mana,5.6592,-53.7767,28.8,69,90,4.76,GF,1704826795
388,chonchi,-42.6128,-73.8092,16.56,45,62,0.76,CL,1704826796
389,kentville,45.0835,-64.4988,-1.86,57,72,3.09,CA,1704826796
390,glarus,47.0406,9.068,-1.93,91,100,2.0,CH,1704826796
391,bocsa,45.3733,21.7092,-3.5,96,71,0.73,RO,1704826796
392,lazaro cardenas,17.9583,-102.2,28.41,61,100,2.27,MX,1704826796
393,uturoa,-16.7333,-151.4333,27.39,80,100,5.42,PF,1704826796
394,alderetes,-26.8167,-65.1333,25.95,78,100,1.03,AR,1704826797
395,wanning,18.8003,110.3967,21.81,89,94,3.37,CN,1704826797
396,nar'yan-mar,67.6713,53.087,-21.05,100,100,2.24,RU,1704826711
397,itoman,26.1247,127.6694,21.43,74,20,7.2,JP,1704826797
398,nasir,15.5894,32.5634,28.32,25,6,4.83,SD,1704826797
399,piacabucu,-10.4056,-36.4344,29.26,65,14,6.2,BR,1704826798
400,yerofey pavlovich,53.9667,121.9667,-26.82,98,100,1.12,RU,1704826798
401,oliver,49.1831,-119.5524,2.8,75,100,3.09,CA,1704826656
402,angul,20.85,85.1,17.16,77,3,1.25,IN,1704826798
403,okha,53.5739,142.9478,-30.07,100,25,3.29,RU,1704826798
404,sao jose da coroa grande,-8.8978,-35.1478,29.17,65,16,5.38,BR,1704826798
405,chilaw,7.5758,79.7953,26.01,91,100,8.26,LK,1704826798
406,mili,6.0815,171.735,27.1,80,100,9.35,MH,1704826799
407,orkney,-26.9802,26.6727,19.51,72,6,3.34,ZA,1704826799
408,island harbour,50.724,-1.2758,2.77,76,4,4.02,GB,1704826670
409,olinda,-8.0089,-34.8553,30.85,66,20,4.12,BR,1704826746
410,inhambane,-23.865,35.3833,26.99,78,20,2.06,MZ,1704826732
411,coeur d'alene,47.6777,-116.7805,3.46,83,75,8.75,US,1704826799
412,cheria,35.2731,7.7519,3.12,47,57,1.22,DZ,1704826799
413,barkly west,-28.5354,24.5215,18.6,81,100,10.78,ZA,1704826800
414,portland,45.5234,-122.6762,6.56,92,100,5.81,US,1704826464
415,robertsport,6.7533,-11.3686,27.86,78,97,5.21,LR,1704826800
416,fort mcmurray,56.7268,-111.381,-26.23,76,100,2.06,CA,1704826602
417,crane,31.3974,-102.3501,7.62,25,0,5.3,US,1704826801
418,manuguru,17.981,80.7547,20.07,72,71,1.03,IN,1704826801
419,acarau,-2.8856,-40.12,30.16,62,40,7.6,BR,1704826527
420,kendari,-3.945,122.4989,24.75,93,100,0.68,ID,1704826794
421,changyon,38.2508,125.0961,-2.61,70,2,3.43,KP,1704826805
422,wisconsin rapids,44.3836,-89.8174,1.21,90,100,6.69,US,1704826806
423,qingdao,36.0986,120.3719,-3.22,80,0,3.0,CN,1704826724
424,vorkuta,67.5,64.0,-25.04,99,100,1.65,RU,1704826808
425,uliastay,47.7417,96.8444,-13.94,77,73,3.11,MN,1704826809
426,makungu,-8.7333,35.2833,18.18,96,100,1.12,TZ,1704826811
427,ayang-ni,38.2431,125.78,-4.69,82,5,2.11,KP,1704826812
428,anloga,5.7947,0.8973,28.45,76,0,5.36,GH,1704826813
429,toro,4.6117,-76.0814,30.38,58,28,0.79,CO,1704826814
430,tegueste,28.5167,-16.3167,17.11,67,20,2.68,ES,1704826815
431,sidrolandia,-20.9319,-54.9614,26.59,77,84,4.73,BR,1704826816
432,gallipoli,40.4103,26.6708,-0.78,93,100,12.42,TR,1704826817
433,ingeniero guillermo n. juarez,-23.9,-61.85,44.46,16,0,6.75,AR,1704826817
434,bodaybo,57.8506,114.1933,-17.28,99,100,0.88,RU,1704826740
435,acajutla,13.5928,-89.8275,29.92,52,3,3.47,SV,1704826819
436,carbonear,47.7332,-53.2148,-2.14,49,1,7.52,CA,1704826819
437,tadine,-21.55,167.8833,25.04,83,35,2.89,NC,1704826820
438,filadelfia,39.9523,-75.1638,7.98,95,100,6.69,US,1704826800
439,akureyri,65.6835,-18.0878,5.96,65,0,7.2,IS,1704826822
440,hunucma,21.0167,-89.8667,32.27,37,57,6.11,MX,1704826823
441,mirnyy,62.5353,113.9611,-24.18,98,100,3.64,RU,1704826824
442,biltine,14.5333,20.9167,24.03,12,0,3.04,TD,1704826824
443,tirano,46.2154,10.1679,6.24,99,98,0.6,IT,1704826824
444,dimitrovgrad,54.2139,49.6184,-16.65,96,91,3.09,RU,1704826826
445,abadiania,-16.2042,-48.7069,27.51,85,100,1.18,BR,1704826826
446,humaita,-7.5061,-63.0208,27.74,79,100,1.96,BR,1704826827
447,cannonvale,-20.2833,148.7,26.66,85,97,4.03,AU,1704826789
448,kifri,34.6959,44.9661,14.03,37,96,4.86,IQ,1704826828
449,corbasca,46.2833,27.1667,-11.43,88,10,3.34,RO,1704826830
450,karaikal,10.9167,79.8333,25.04,81,100,5.72,IN,1704826831
451,colonia,50.9333,6.95,-1.19,52,0,1.03,DE,1704826822
452,port augusta,-32.5,137.7667,21.02,75,0,5.54,AU,1704826834
453,lys'va,58.1086,57.8053,-24.76,100,99,1.11,RU,1704826835
454,lieksa,63.3167,30.0167,-12.85,96,29,2.32,FI,1704826755
455,smara,26.7384,-11.6719,20.88,20,77,2.14,EH,1704826836
456,kone,-21.0595,164.8658,23.77,87,3,1.33,NC,1704826837
457,xucheng,20.35,110.1288,20.06,89,74,4.68,CN,1704826838
458,samho-rodongjagu,39.9475,127.8711,-3.89,61,0,2.37,KP,1704826839
459,mata-utu,-13.2816,-176.1745,28.53,74,25,1.91,WF,1704826839
460,cheat lake,39.672,-79.8534,8.79,85,100,8.75,US,1704826840
461,torghay,49.6339,63.4981,-7.25,96,100,2.86,KZ,1704826840
462,guarapari,-20.6667,-40.4975,24.6,93,100,3.95,BR,1704826851
463,asika,19.6,84.65,18.16,79,12,0.36,IN,1704826851
464,tuy hoa,13.0833,109.3,22.41,91,100,2.43,VN,1704826730
465,papao,-17.75,-149.55,29.82,80,100,5.89,PF,1704826857
466,quellon,-43.1167,-73.6167,17.58,37,5,3.35,CL,1704826860
467,rio grande,-32.035,-52.0986,30.06,60,91,4.05,BR,1704826629
468,adrar,20.5022,-10.0711,23.0,15,100,3.55,MR,1704826861
469,pabrade,55.0,25.7833,-2.08,93,100,5.64,LT,1704826759
470,el granada,37.5027,-122.4694,14.23,91,100,4.63,US,1704826863
471,tierra colorada,17.1667,-99.5833,32.04,40,14,2.71,MX,1704826864
472,port alfred,-33.5906,26.891,22.32,89,100,1.34,ZA,1704826866
473,esperantina,-3.9017,-42.2336,37.5,27,51,0.55,BR,1704826867
474,ust'-ilimsk,58.0006,102.6619,-10.87,83,100,5.36,RU,1704826867
475,chegdomyn,51.1167,133.0167,-36.19,100,62,1.18,RU,1704826868
476,floro,61.5996,5.0328,2.76,93,20,4.12,NO,1704826869
477,sorochinsk,52.4338,53.1583,-19.42,100,100,2.58,RU,1704826869
478,meknes,33.9776,-5.525,16.49,67,75,3.6,MA,1704826870
479,khandyga,62.6667,135.6,-49.05,100,84,1.15,RU,1704826872
480,anacapri,40.5558,14.2136,10.63,76,20,0.0,IT,1704826872
481,tralee,52.2704,-9.7026,2.14,87,75,0.0,IE,1704826873
482,alto araguaia,-17.3147,-53.2153,30.65,50,100,3.03,BR,1704826875
483,las toscas,-28.3529,-59.258,39.09,35,44,3.99,AR,1704826875
484,lompoc,34.6391,-120.4579,16.55,50,0,3.58,US,1704826841
485,berezovo,63.9381,65.0419,-33.88,100,67,2.26,RU,1704826877
486,xiva,41.3783,60.3639,4.99,81,6,4.64,UZ,1704826878
487,mandera,3.9366,41.867,28.07,21,0,3.52,KE,1704826878
488,tirmiz,37.2242,67.2783,7.05,81,100,2.06,UZ,1704826879
489,nueva gerona,21.8833,-82.8,27.4,69,6,10.84,CU,1704826880
490,santa terezinha,-29.9002,-50.0904,24.22,96,100,2.43,BR,1704826881
491,yusufeli,40.8204,41.5443,7.34,97,100,0.69,TR,1704826882
492,tomohon,1.3346,124.8392,19.52,83,97,1.42,ID,1704826882
493,constitucion,-35.3333,-72.4167,20.09,58,0,7.48,CL,1704826738
494,awjilah,29.1081,21.2869,12.07,50,0,3.91,LY,1704826884
495,shashemene,7.2,38.6,16.92,57,28,3.02,ET,1704826885
496,klaksvik,62.2266,-6.589,4.51,72,16,2.95,FO,1704826886
497,padang,-0.9492,100.3543,26.03,93,100,1.53,ID,1704826887
498,price,39.5994,-110.8107,-4.38,50,100,1.54,US,1704826841
499,fortuna,40.5982,-124.1573,10.55,91,100,2.24,US,1704826889
500,kerema,-7.9631,145.7785,24.61,97,100,1.15,PG,1704826890
501,arar,30.9753,41.0381,17.01,48,0,4.12,SA,1704826898
502,chamical,-30.36,-66.314,31.07,50,92,7.7,AR,1704826899
503,sungai raya,0.7,108.9,27.76,77,100,2.81,ID,1704826904
504,joal-fadiout,14.1667,-16.8333,24.26,66,100,7.94,SN,1704826907
505,amarpatan,24.3167,80.9833,15.63,59,0,1.14,IN,1704826911
506,caleta de carquin,-11.0925,-77.6267,22.26,85,100,5.96,PE,1704826911
507,eureka,40.8021,-124.1637,10.7,89,89,0.45,US,1704826739
508,altai,46.3722,96.2583,-5.81,60,31,13.89,MN,1704826918
509,waingapu,-9.6567,120.2641,28.3,76,78,3.63,ID,1704826919
510,vanimo,-2.6741,141.3028,27.4,80,100,2.45,PG,1704826919
511,brisas de zicatela,15.8369,-97.0419,29.18,52,9,3.53,MX,1704826920
512,kushiro,42.975,144.3747,-3.76,71,6,6.53,JP,1704826920
513,mejit,10.2753,170.8646,26.94,67,97,10.08,MH,1704826926
514,staritsa,56.5075,34.9354,-3.57,93,100,5.84,RU,1704826926
515,belmonte,-15.8631,-38.8828,28.1,70,100,4.13,BR,1704826927
516,lijiang,26.8688,100.2207,0.45,66,0,1.32,CN,1704826928
517,ballina,-28.8667,153.5667,23.21,93,26,2.4,AU,1704826928
518,horta,38.5333,-28.6333,17.8,88,75,13.41,PT,1704826929
519,yuzhno-kurilsk,44.0306,145.8556,-0.9,77,100,4.87,RU,1704826929
520,hadibu,12.65,54.0333,24.09,70,9,8.31,YE,1704826929
521,ghanzi,-21.5667,21.7833,25.95,56,100,0.71,BW,1704826930
522,aasiaat,68.7098,-52.8699,-13.5,98,91,3.82,GL,1704826738
523,bamboo flat,11.7,92.7167,25.05,83,20,1.03,IN,1704826931
524,tezu,27.9167,96.1667,13.09,49,0,1.69,IN,1704826932
525,kingscliff,-28.2667,153.5667,23.74,100,40,2.06,AU,1704826933
526,goldsboro,35.3849,-77.9928,17.05,94,100,8.75,US,1704826744
527,chikwawa,-16.0335,34.8009,25.56,93,100,0.61,MW,1704826933
528,lannemezan,43.1252,0.384,-2.45,79,98,1.18,FR,1704826934
529,epernay,49.05,3.95,-1.94,53,98,4.22,FR,1704826934
530,craig,40.5153,-107.5464,-6.03,63,100,5.14,US,1704826934
531,siverskiy,59.3544,30.0783,0.43,95,100,5.24,RU,1704826935
532,bani walid,31.7566,13.9942,10.39,57,53,3.9,LY,1704826935
533,mary,37.0,62.5,14.39,22,2,9.62,TM,1704826936
534,wuyishan,28.0047,117.8114,10.22,93,86,1.34,CN,1704826936
535,el abadia,36.2695,1.6861,12.74,42,100,1.34,DZ,1704826937
536,aioun,16.6614,-9.6149,27.45,10,96,4.01,MR,1704826818
537,broome,42.2506,-75.833,2.72,93,100,9.26,US,1704826937
538,yakeshi,49.2833,120.7333,-18.34,86,96,4.35,CN,1704826938
539,elliot lake,46.3834,-82.6331,-2.4,88,100,5.36,CA,1704826938
540,golpazari,40.2847,30.3172,1.33,100,100,2.07,TR,1704826939
541,borazjan,29.2666,51.2159,16.09,43,100,0.63,IR,1704826940
542,cromwell,41.5951,-72.6454,5.03,88,100,2.57,US,1704826941
543,afaahiti,-17.75,-149.2833,28.93,83,100,6.17,PF,1704826942
544,cockburn town,21.4612,-71.1419,25.68,82,8,11.03,TC,1704826944
545,bedele,8.456,36.353,15.13,71,62,1.68,ET,1704826944
546,timimoun,29.2639,0.231,16.21,17,0,2.57,DZ,1704826945
547,makushino,55.2103,67.2442,-17.77,86,100,4.89,RU,1704826946
548,chinde,26.8418,88.0763,7.79,73,0,1.86,NP,1704826946
549,lalago,-3.45,33.95,19.09,94,71,0.7,TZ,1704826947
550,ouani,-12.1322,44.4258,27.73,77,47,2.02,KM,1704826947
551,alofi,-19.0595,-169.9187,24.94,94,100,0.0,NU,1704826948
552,tara,56.8944,74.371,-22.19,93,100,3.33,RU,1704826948
553,charters towers,-20.1,146.2667,24.48,81,100,3.17,AU,1704826949
554,barrouallie,13.2333,-61.2667,26.79,74,40,7.72,VC,1704826950
555,kandahar,31.0,65.75,7.18,56,0,1.01,AF,1704826951
556,jipijapa,-1.3333,-80.5833,24.72,59,27,1.95,EC,1704826952
